Gene names,Alpha A30P_day_1,Alpha A30P_day_10,Alpha A53T_day_1,Alpha A53T_day_10,Alpha A53T_day_30,Alpha_day_1,Alpha _day_10, Alpha _day_30
CG6723-RA,0.55704,0.75838,0.54304,0.58989,0.567,#DIV/0!,0.56336,0.67813
,0.20554,0.12979,0.24717,0.16126,0.110072,0.19328,0.169285,0.148735
,0.89455,1.432025,1.2511,1.138,1.5867,0.836915,0.86762,2.1206
scb,1.221505,1.8454,0.71381,2.2176,0.99377,0.820035,2.5592,1.6031
l(2)01289,0.233925,0.27027,0.20714,0.26317,0.2338,0.221095,0.36062,0.38502
,0.89907,0.68517,0.79062,0.7329,0.51658,0.870685,0.594395,0.716755
,0.45238,#DIV/0!,0.49717,0.57417,0.24884,0.6779,0.31345,0.319085
,0.41806,0.451075,0.37274,0.427165,0.327955,0.462315,0.42569,0.426535
vir-1,4.024,1.8724,3.87125,1.76725,0.571275,3.55825,1.62825,0.977165
mys,0.294855,0.424525,0.342325,0.372805,0.303605,0.3094,0.45078,0.561715
,0.84536,2.72115,0.874895,1.3844,1.1571,3.4304,4.3828,1.4474
CG31751-RA,0.321755,0.613615,0.5343,0.59598,0.543465,0.503855,0.699445,0.66029
kst,0.348805,0.337595,0.32344,0.475235,0.259205,0.367775,0.420465,0.38982
,3.54275,0.33431,1.338385,0.368135,0.28348,0.385485,0.410305,0.361735
,0.9144,1.3988,1.2582,1.41405,1.0416,0.893525,1.64445,1.7768
mRpL1,0.56581,1.4433,0.449695,#DIV/0!,2.4507,0.49068,1.924,3.4702
EG:22E5.5,0.32148,0.525015,0.40629,0.519285,0.295765,0.497015,0.591765,0.523015
Tep3,1.028195,1.165235,1.02273,1.1075,0.784115,1.1778,1.1079,1.21755
,0.81813,0.956795,#DIV/0!,0.585565,0.71543,1.04382,0.87684,0.92961
PI4KIIIalpha,1.529595,0.26793,0.81584,0.20367,0.314665,1.0341,1.081435,0.628785
Gbeta5,0.47488,0.533265,0.50715,0.49815,0.519035,0.50817,#DIV/0!,0.621075
CG6208-RA,1.6304,1.63655,#DIV/0!,1.7036,1.34475,1.48735,#DIV/0!,2.0506
Pkc98E,0.42105,0.24434,0.21705,0.217875,0.218035,#DIV/0!,0.345185,0.305075
CG7770,0.65073,1.34275,0.51542,1.2352,1.2833,0.524785,1.55095,1.51635
Prm,2.60935,1.38155,3.0692,1.3426,1.24835,3.297,1.2282,1.70225
CG1090,0.547395,0.61404,0.67507,0.610465,0.40936,0.7343,0.563785,0.594615
CG1358-RB,1.93955,1.3838,2.0449,1.28195,0.687765,2.2536,1.22815,1.126
Mlp84B,0.202855,0.22016,0.144575,0.23359,0.1942,0.171625,0.25388,0.49936
Drat,0.41073,0.441875,0.3985,0.508635,0.3196,0.406535,0.445015,0.4167
Tsp42Ed,3.2598,2.63755,3.3767,2.22725,0.91165,4.56055,2.66325,1.3679
Nrt,0.93476,1.7585,1.002505,1.36525,1.25088,0.85469,1.7567,1.74405
Cct5,0.19381,0.47707,0.156965,0.57724,0.41996,0.172675,0.56725,0.635495
LKR,1.257585,0.44179,0.93689,0.41799,0.337345,1.24255,0.515545,0.44605
Neb-cGP,7.88905,4.065,5.39815,3.1277,2.6403,4.46565,3.3589,2.7417
Rbp9,0.484815,1.32375,0.46965,1.4332,1.1805,0.48486,1.1899,1.81025
Hsp26,0.23718,0.730245,0.234005,1.1533,1.14735,0.210635,1.4288,1.84805
Rab35,0.56869,0.80473,0.73023,1.00037,0.607295,0.857075,0.80956,0.81309
Skeletor,0.401555,1.4919,0.394055,1.7247,1.82225,0.590525,#DIV/0!,2.5527
CoVa,2.24855,1.25395,1.82785,1.332,0.93936,2.0549,1.3827,1.42365
CG34423-RA,3.5724,2.3551,2.6476,1.921,1.2683,4.49755,#DIV/0!,1.966
G-salpha60A,0.310445,0.40509,0.44577,0.45505,0.24627,0.37674,0.426655,0.339595
TpnC41C,2.9129,2.04735,2.0787,1.9415,1.8966,2.03915,2.0736,3.1392
Rop,0.247295,0.26074,0.295785,0.27037,0.166015,0.272225,0.270715,0.263055
RpL39,0.477415,1.1153,0.536215,1.14055,1.069535,0.67348,1.103,1.4506
,1.32025,1.54445,0.92848,1.22565,1.0785,1.3929,1.55925,1.65155
Mcr,0.538245,0.77469,0.42653,0.775695,0.62968,0.552885,0.682775,0.891785
LanB1,0.13921,0.180365,0.292315,0.135615,0.11575,0.119865,0.13971,0.164005
,0.291575,0.260565,0.31555,0.28171,0.234975,0.30078,0.29389,0.37151
l(1)G0193,0.82098,#DIV/0!,#DIV/0!,0.87622,0.460795,0.98409,1.1919,0.747425
Cha,#DIV/0!,0.182145,0.44084,0.15941,0.122355,#DIV/0!,0.20406,0.17462
,1.6105,1.002555,7.9473,0.84626,0.54837,1.0706,0.804875,0.723415
levy,2.0775,1.006665,1.91655,0.953545,0.909275,2.08695,1.04637,1.15988
tral,0.5808,0.648345,0.51702,0.73503,0.56347,0.55833,0.906095,0.80428
CG3967,0.579705,0.807935,0.677985,0.800655,0.578885,0.802355,0.679515,0.825305
CSN3,0.847085,1.26575,0.58504,1.048185,1.10455,0.725485,1.2,1.5691
Treh,0.683335,0.551325,0.65359,0.49923,0.401615,0.77703,0.54987,0.555485
futsch,1.01602,0.901845,1.10345,0.82279,0.59801,1.154,0.814195,0.79638
,0.2689,#DIV/0!,0.34884,0.29484,0.26186,#DIV/0!,0.40243,0.38775
Eaat1,0.780845,0.99878,1.09671,1.01641,0.76297,1.0217,1.08918,0.98139
mgl,0.40677,3.155665,0.34255,1.8891,0.38638,0.58439,2.24058,0.581075
,3.44215,2.85365,3.0218,2.71205,1.8088,3.671,2.37775,2.44575
CG4893,1.18825,1.5828,1.08912,1.54005,1.26955,1.20225,1.4827,1.82355
gish,0.455515,0.51513,0.54435,0.48904,0.382155,0.55026,0.50217,0.44197
CG13043-RA,2.33405,4.50695,1.9945,3.4785,3.97045,2.9162,3.907,5.26045
,0.208715,0.387785,0.250005,0.458255,0.304585,0.21703,0.384245,0.35868
,0.988985,1.01556,1.2885,0.80727,0.594375,1.09555,0.95437,0.886125
,0.95484,0.84942,#DIV/0!,1.048405,0.43213,0.645595,0.62467,0.526445
,0.77604,0.92963,0.6379,1.59943,0.82734,0.93374,0.86586,0.927275
SmD2,0.8366,1.02,0.726235,0.969485,1.2729,0.716045,2.87155,1.75075
Gpo-1,0.73917,0.420225,0.71469,0.454855,0.44284,0.964025,0.676335,0.63952
Ank,0.20435,0.202465,0.236225,0.28705,0.180085,0.17207,0.215505,0.20141
,0.674885,1.092365,0.66686,0.770145,0.39707,0.576915,0.508015,0.56787
Cdc42,0.58103,0.94215,0.73917,0.87855,0.69911,0.74198,0.910015,0.86701
TpnC73F,0.145775,1.2321,0.11264,1.91725,1.63315,0.069752,2.0443,2.08315
,0.856965,0.635405,1.023585,0.70797,0.642045,0.951445,0.77899,0.710825
CG5830-RA,0.800065,0.609415,0.588,1.27105,0.33959,0.6701,0.68051,0.599015
ome,0.961595,1.7074,0.859235,1.36045,1.28405,0.73216,1.8519,1.46445
CG13364,1.04845,1.549,0.749425,1.49595,1.3727,0.94671,1.55215,1.9876
14-3-3zeta,1.3662,1.0526,1.1899,1.0338,0.734895,1.20425,0.950105,0.928695
,4.5923,2.0187,#DIV/0!,1.63455,1.77195,5.0333,2.1936,2.06885
Arp14D;Arp2,0.599505,0.78647,0.722675,0.96957,0.74438,0.65995,0.736075,0.80508
Zasp52,0.19121,0.252635,0.178115,0.196515,0.20881,0.240785,0.27164,0.34338
,1.07724,1.0572,1.18825,1.0586,0.69557,1.20115,0.918245,0.858415
AP-1-2beta,0.213795,0.29707,0.26458,0.27832,0.19998,0.268175,0.258425,0.283635
eys,0.61011,0.706765,0.74771,0.65135,0.436155,0.817645,0.6358,0.58339
Pmi,1.6077,0.891075,1.43385,0.889075,0.59962,1.8328,0.88495,0.7617
jdp,1.13055,0.96047,1.06952,0.947905,0.66796,1.101545,0.87582,0.91753
CG10641,1.3222,2.0407,0.957025,1.76935,1.3979,1.10075,2.0126,1.56845
,0.20088,0.34092,0.176365,0.32101,0.35565,0.229425,0.324065,0.44319
Rya-r44F,0.21514,0.26896,0.228725,0.24829,0.174235,0.22607,0.309385,0.293155
CG15173,1.5312,1.9442,1.5199,1.8045,1.32945,1.80115,1.6201,1.48255
,1.90545,1.4876,1.93905,1.58415,1.2501,2.4756,1.7255,1.37685
Act42A,0.396925,0.654915,0.278165,0.581485,0.618015,0.297585,0.601785,0.827285
Capr,0.440745,0.85454,0.505035,0.927135,0.857215,0.3703,0.910045,1.014415
Rbcn-3A,0.213335,0.156785,0.36486,0.244995,0.14301,0.237385,0.17458,0.266075
Fas1,1.04728,0.76919,1.6211,0.810875,0.58599,1.40185,0.7576,0.800585
,1.3477,1.4623,1.16005,1.49995,1.2644,1.44215,1.4823,1.45015
His1:CG33858;His1;His1:CG33807;His1:CG33834,1.32235,1.5346,1.28375,1.48225,1.05055,1.5584,1.3884,1.61965
CaMKII,0.284365,0.40115,0.3422,0.35625,0.26251,0.326835,0.37686,0.355035
Nmdmc,0.855425,1.15305,0.870485,0.895365,0.70062,0.92631,0.853195,0.8461
G-oalpha47A,0.336785,0.373855,0.506385,0.41473,0.270765,0.47009,0.383125,0.35387
Argk,1.69425,1.1612,1.28115,1.0403,0.844725,1.563,1.0408,0.947755
Aats-trp,0.80414,1.03859,0.684235,1.000845,0.81955,0.632045,0.92844,0.92319
,2.4162,0.86507,2.598,5.3945,0.45603,0.674805,1.9529,1.56926
,3.266,1.915,2.4373,1.79395,1.7385,2.7422,2.2663,2.41425
Tcp-1eta,0.095437,0.22007,0.1016785,0.29256,0.2784,0.092642,0.258195,0.313085
Lsp2,0.21459,1.19045,0.19501,2.20005,3.5517,0.22849,4.30045,4.9923
wupA,1.5301,1.3254,1.2683,1.32605,1.36815,1.46415,1.80835,1.7618
,0.4589,0.78121,0.50717,0.681135,0.563725,0.503975,0.68302,0.842305
,0.841975,1.03855,0.81634,0.91258,0.773035,#DIV/0!,1.02931,1.0552
CHMP2B,1.51255,1.37025,#DIV/0!,1.20105,0.935445,1.52855,1.33415,1.2063
Apoltp,0.473105,0.34017,0.31078,0.413055,0.300575,0.401795,0.488735,0.337545
CG1814-RA;CG1814-RB,1.019105,0.6876,1.10574,0.6207,0.38502,1.3034,0.599695,0.54774
pzg,0.2052,0.26423,0.185125,0.28027,0.23273,0.222345,0.22848,0.25413
,0.241975,0.32914,0.248285,0.34033,0.31955,0.1761,0.339985,0.46754
Cpr49Ac,0.791265,2.10195,0.9452,1.805,1.48785,0.74101,1.4868,2.02735
Pu,0.25774,3.12665,0.226445,2.8541,4.4247,0.27094,4.7083,6.6991
,0.19551,0.128945,0.146185,0.140475,0.1002785,0.191275,0.12638,0.12721
brp,0.56644,0.510825,0.5714,0.46714,0.316935,0.601205,0.475265,0.4192
Map205,0.219325,0.490935,0.21535,0.60346,0.476755,0.222395,0.838105,0.689255
,4.5329,0.53898,5.1333,0.4885,0.3705,6.26345,0.54318,0.50019
l(2)01289,0.1892,0.254465,0.183775,0.33286,0.28819,0.24177,0.330615,0.341955
rump,0.477515,0.910725,0.494335,0.872285,0.74806,0.491645,0.714435,0.869585
ox,3.22,1.63725,2.8244,1.82105,1.536,3.3531,1.87705,1.79375
CG32103-RB;CG4392,1.08015,0.8586,1.3172,0.77104,0.596875,1.35385,0.9197,0.78939
BcDNA.GH02439;BcDNA:GH02439,0.79601,0.729045,0.94733,0.697925,0.514215,0.96595,0.6225,0.641635
CG10737-RC,0.35713,0.58941,0.442035,0.506345,0.572285,0.376285,0.544115,0.664895
Unc-89,0.1416,0.151675,0.118165,0.14156,0.13475,0.13035,0.1884,0.1679
CG8500-RA,1.3014,1.3423,1.33385,1.2503,0.925705,1.41885,1.13475,1.1699
Cdep,0.49136,0.37526,0.816195,0.49623,0.270035,#DIV/0!,0.868045,0.43082
Su(P),0.633865,0.66323,0.653275,0.786275,0.67637,0.657645,0.74882,0.80692
,0.874995,0.67498,0.922735,0.69707,0.50958,0.959015,0.66077,0.633215
vari,0.698435,1.0505,0.68473,1.037555,0.78451,0.702915,0.98049,0.919865
,0.57488,0.547085,0.79994,0.55399,0.36779,0.75314,0.572035,0.48156
rept,0.44624,0.6026,0.50728,0.789365,0.46599,0.30716,0.443895,0.550355
Mhc,0.22187,0.187445,0.18013,0.18879,0.16741,0.215085,0.219375,0.21632
CG6239,0.29257,0.39419,0.33108,0.350125,0.396335,0.367825,0.370855,0.46267
Arpc1,0.71652,0.94182,0.54304,0.93293,0.727505,0.56404,0.67966,0.88916
His2B,1.91285,2.291,1.7845,2.3755,1.6008,1.94125,2.1845,2.43015
,3.3464,1.63575,2.79255,1.72705,1.4675,2.9339,1.94015,1.8539
pnut,0.52806,0.715505,0.527955,0.68728,0.53182,0.466645,0.74622,0.6425
fax,0.50163,1.0585,0.559905,0.99214,0.82255,0.557315,1.0987,1.0709
Swim,0.67793,0.603765,0.925775,0.57345,0.32078,1.10245,0.68335,0.386425
Galpha49B,0.61227,0.51787,0.71125,0.49634,0.394875,0.681355,0.50895,0.468615
,0.664415,0.74898,0.851495,0.668775,0.433515,0.70639,0.65921,0.577585
His4,1.84045,2.11345,1.9049,2.06515,1.53905,1.83515,1.9594,2.25355
,1.8969,1.14125,1.54115,1.1114,1.09995,1.86455,1.49855,1.4075
Obp44a,0.95798,2.57865,0.78267,2.35885,3.20165,0.89632,2.5726,4.6094
His2A:CG33856;His2A,1.9779,2.30135,1.81025,2.33885,1.4018,1.968,2.19445,1.9822
betaTub56D,0.270855,0.379765,0.284535,0.386295,0.268945,0.281335,0.38065,0.344285
NP15.6,2.87055,2.0868,2.30975,2,1.84235,2.6603,2.27995,2.5184
,1.36645,1.1488,1.57155,1.0456,0.782275,1.3079,1.1189,1.07825
Dek,1.02975,1.2716,1.2157,1.271,1.02475,1.20425,1.34905,1.31775
,0.84966,0.79256,0.89521,0.79807,0.551585,0.74838,0.929105,0.603345
,1.33255,1.70815,0.982245,1.64575,1.53635,1.3083,1.4626,2.0195
P58IPK,2.386,1.29805,1.48915,1.3964,1.2195,1.4668,1.5847,1.36895
,2.20725,0.83467,1.9012,0.76165,0.485815,2.2787,0.7461,0.609025
,1.70465,2.33255,1.22925,2.1106,1.6993,1.2376,2.4301,2.3182
SmD3,1.3474,2.16965,1.099175,2.25165,1.7781,1.4144,2.21385,2.3139
CG8399,0.74144,1.09155,0.785845,1.22515,0.924535,0.85919,1.07715,1.1441
Tm1,2.38955,1.3684,1.818,1.49395,1.7205,2.27695,2.3978,2.30525
Zn72D,0.247,0.45309,0.64044,0.32289,0.23775,0.23152,0.23406,0.31125
betaTub97EF,0.43422,0.496275,0.46733,0.48681,0.40643,0.48871,0.45845,0.54646
Chc,1.20687,0.098938,0.1310425,0.138445,0.0846655,0.0777295,0.12394,0.10885
Pcmt,1.6628,1.12265,1.4448,1.24075,0.896085,1.54525,1.1657,1.13335
Rab39,0.8173,1.07885,0.74899,1.0469,1.07499,1.44565,1.067,1.20085
Hsp68,0.25453,0.35327,0.354665,0.3672,0.34575,0.201155,0.40998,0.358855
AP-2sigma,1.08096,1.08115,1.2293,1.2121,0.96006,1.28645,0.96424,1.1487
flw,0.277055,0.19353,0.38424,0.27685,0.14443,0.35153,0.209155,0.195945
CG8891,0.95298,0.986485,0.65818,0.92615,0.76075,0.87097,0.841335,1.090805
LamC,0.977105,1.3446,0.82543,1.2181,1.00139,0.894635,1.3225,1.29985
,1.3062,1.2581,1.49145,1.10125,0.883795,1.51555,1.1542,1.006225
,1.6451,1.1893,1.7197,0.737455,0.78796,1.69805,0.861035,1.04495
Nca,1.42695,1.433,1.69355,1.117895,0.941965,1.38525,1.24,1.168
slgA,0.495035,0.422,0.60359,0.419345,0.26821,0.659785,0.41638,0.36875
Snap,0.81005,0.702705,0.854675,0.674515,0.423215,0.79415,0.64452,0.572965
CG34439-RA,4.2825,2.29805,3.6176,2.0008,1.87055,3.1276,2.3988,2.26385
Arc1;CR10102,0.85743,#DIV/0!,#DIV/0!,0.45778,0.17127,#DIV/0!,#DIV/0!,0.258425
kcc,0.67775,0.70003,0.94633,0.66582,0.459925,0.834065,0.614435,0.555245
TotA,2.72895,3.6952,3.1568,3.8322,1.11475,4.0694,6.55095,1.3171
Vps13,0.28851,0.359525,0.245335,0.613805,0.228235,0.26189,1.7035,0.2855
Scox,0.92527,0.727485,0.73539,0.67834,0.43986,0.600185,0.57716,0.588925
Strn-Mlck,0.278795,0.16622,0.247695,0.1839,0.177455,0.342185,0.28546,0.24365
l(2)k09913,0.965895,1.15435,1.05735,1.071105,1.1874,1.0205,1.2421,1.45835
Eps-15,0.7569,0.731485,0.77725,0.73076,0.449245,0.851065,0.65264,0.62641
,1.4943,0.89517,1.4479,0.911865,0.723325,1.5895,0.98676,0.91754
Prosbeta5,0.591855,1.10485,0.580905,1.18455,1.09871,0.63122,1.22,1.26535
prc,1.8831,2.4696,#DIV/0!,1.6887,1.61265,1.4615,#DIV/0!,2.0225
igl,1.4439,1.34865,1.467,1.3418,0.920875,1.478,1.2052,1.178
ste24a,0.68753,0.87058,0.750055,1.458955,0.79692,0.861955,1.3087,0.816405
mtd,0.37732,0.422675,0.46737,0.33966,0.24538,0.425265,0.363055,0.30059
CG6327-RA,0.674405,0.582195,0.50149,0.48695,0.39807,0.67608,0.571845,0.463295
Fas1,1.07555,0.897965,1.3613,0.89337,0.601085,1.22355,0.808175,0.752
Pax,0.26075,0.341985,0.2346,0.32738,0.3052,0.27826,0.371,0.33166
,0.23187,0.216325,0.180845,0.149855,0.24104,0.210535,0.178605,0.253865
gammaSnap,0.68288,0.655685,0.757305,0.651725,0.49507,0.67973,0.655635,0.59684
CG31345-RA,4.3882,1.97385,3.89375,1.77695,1.29245,4.1498,1.81405,1.6932
CG5758-RC,2.9455,1.9581,1.8593,1.55525,1.32785,2.43415,1.60565,1.59365
,1.14175,0.941105,1.2237,0.910065,0.698705,1.3582,0.95978,0.879825
LanA,0.198055,0.275305,0.197975,0.24272,0.21661,0.21609,0.240875,0.22921
vps2,1.71265,2.01645,2.53755,1.743,1.45445,1.46665,2.3355,1.5068
,0.90032,1.1515,0.86756,0.98013,0.889975,0.967435,1.03457,1.16735
CG11005,0.71507,0.73643,0.683035,0.76161,0.621065,0.683955,0.71911,0.65839
Atpalpha,0.23928,0.22823,0.29646,0.21803,0.14709,0.297495,0.217455,0.19061
p38b,0.568465,0.665345,0.598105,0.623005,0.6603,0.56021,0.51886,0.758365
,0.761755,3.92485,0.64346,5.89195,8.241,0.55917,7.1837,10.9685
,0.4207,0.88215,0.397525,0.870455,0.666855,0.43012,0.74335,0.835295
Ggamma1,1.232495,1.28145,1.43275,1.1853,0.93339,1.19635,1.211,1.1541
Tapdelta,0.67892,1.13593,0.674465,1.21825,1.6622,0.669855,1.31075,1.6876
sls,0.16341,0.189595,0.17573,0.2186,0.159305,0.169925,0.21409,0.20418
BcDNA.GH05536,3.22115,1.89825,2.22575,1.8022,1.8943,3.4829,2.52775,2.4904
Arr1,0.38048,0.27927,0.467105,0.29284,0.221985,0.485485,0.26714,0.251075
stnB,0.38656,0.35181,0.45597,0.378355,0.251515,0.49712,0.314,0.28951
IA-2,0.682195,0.702375,0.90067,0.48858,0.40579,0.724945,0.52317,0.559925
,1.42685,1.7491,1.66065,1.8352,1.34335,1.6656,1.94425,1.6306
mRpL30,0.5078,1.1694,0.496405,1.3073,1.63635,0.49775,1.5966,1.8669
Tm2,2.59075,1.361,2.1049,1.73095,1.2636,2.5456,1.87275,1.6727
,0.270515,0.558485,0.257885,0.69032,0.58814,0.26401,0.6495,0.70682
Khc,0.156345,0.253305,0.145285,0.282295,0.196065,0.133075,0.25385,0.231575
dj-1beta,1.16505,0.77208,1.063585,0.836275,0.68951,1.1285,0.768395,0.83656
ImpL3,0.490415,0.647085,0.45207,0.685095,0.74764,0.443875,0.65375,0.75681
n-syb,2.5977,1.9321,2.74165,1.9386,1.31295,2.34665,1.4874,1.42
chp,0.178975,0.18594,0.211095,0.19756,0.15085,0.214035,0.182825,0.19901
scf,0.86247,1.49455,0.788625,1.42955,1.1427,0.73205,1.5744,1.372
Rab10,0.52952,0.72186,0.56365,0.6278,0.523405,0.54403,0.588565,0.559605
Droj2,0.25377,0.422065,0.249195,0.406725,0.344505,0.257055,0.38787,0.41004
smt3,1.3746,1.9172,1.1949,1.9785,1.6142,0.918485,1.92025,1.76645
robl,1.6846,2.1329,1.4774,1.7702,1.9272,1.6063,2.0361,2.26385
Snx6,0.54753,0.81521,0.53013,0.702175,0.538345,0.623375,0.66815,0.591945
uzip,1.82565,2.30765,1.92775,2.4294,1.90895,2.06105,2.1478,2.3365
mt:ND5,0.646605,0.51685,0.75642,0.5825,0.47315,0.807165,0.535585,0.570025
Ank2,0.52799,0.626785,0.58976,0.564625,0.41304,0.532875,0.47949,0.46854
fbl,#DIV/0!,2.963,1.0921,1.02296,1.01931,0.44906,2.3996,1.43835
Tm1,1.9312,1.5649,1.515,1.52275,1.50925,1.3665,1.7929,1.89245
prom,0.601315,0.72605,0.752075,0.698115,0.502695,0.75374,0.63864,0.657895
Syx1A,1.33715,1.31805,1.74325,1.22025,0.890735,1.4936,1.2031,1.14275
,2.03795,1.30785,1.7628,1.24715,1.23795,2.04785,1.6654,1.5766
,0.459275,0.43116,0.63742,0.453045,0.389315,0.454315,0.953855,0.462775
,0.697255,1.006225,0.64455,0.986955,0.88066,0.787815,0.90448,1.0627
NUCB1,2.05585,2.53065,1.4915,2.5146,2.05325,1.66195,2.6037,2.5849
tsr,0.537645,0.87794,0.58643,0.899695,0.81279,0.535255,0.90649,0.95577
Fas2,1.093,1.58915,1.16245,1.47925,1.2622,1.52085,1.42415,1.4626
mt:Cyt-b,2.05375,1.5215,1.34465,1.09985,1.49,1.9606,1.26845,1.75405
,0.615505,0.954655,0.627205,0.92493,0.896905,0.838685,0.983025,1.08435
Aac11,0.26907,0.511985,0.30809,0.59925,0.39684,0.332105,0.486145,0.47086
l(3)neo18,3.38155,1.99275,3.0844,1.9185,1.8045,3.11505,2.24865,2.20445
CG32473-RB;CG32473-RC,0.75372,0.702395,0.564425,0.57163,0.6126,0.50373,0.628645,0.797715
,0.39651,0.431685,0.35133,0.386355,0.284295,0.3772,0.38831,0.366825
metro,0.64391,0.61442,0.672575,0.614535,0.508975,0.571155,0.61505,0.64895
Syt1,1.151,0.9926,1.2416,1.03255,0.704375,1.43105,0.954445,0.902665
Gs1,0.84763,0.70135,0.92038,0.59612,0.386545,0.735345,0.603815,0.44523
ltd,1.147,1.13665,1.36,1.06585,0.723905,1.35465,0.945395,0.97157
Zasp66,4.518,1.7243,4.97535,1.9156,1.7568,4.38315,2.26415,2.09285
CG15881-RA,1.5062,1.7625,1.09685,1.64915,2.0749,1.10038,1.9855,1.8712
Prx5,1.9503,1.15735,1.97185,1.11405,0.89921,1.9117,1.0904,1.0984
RpS27A;RpL40;Ubi-p5E;Ubi-p63E,0.94595,1.1477,0.76406,1.2219,1.0553,0.851435,1.3485,1.2722
Tsp96F,0.932305,1.17678,1.055665,1.27235,1.0532,1.18665,1.2056,1.0617
bnb,1.3714,1.6852,1.42055,1.61895,1.0648,1.33335,1.33855,1.34925
Nup98-96,0.69889,0.821475,0.569,0.15502,0.574175,0.5257,0.640145,0.61407
Pfk,0.22221,0.166915,0.21328,0.158995,0.166045,0.237555,0.20634,0.193215
Mlp60A,0.30733,0.85959,0.24402,0.7952,0.62625,0.239,0.84859,0.83222
,0.682735,0.72913,0.77549,0.781175,0.616695,0.775625,0.707555,0.58397
trol,0.17271,0.190295,0.21142,0.180195,0.154865,0.22088,0.220665,0.180835
Lac,1.2149,1.9353,1.3708,1.97265,1.51105,1.2342,1.93605,1.59515
,1.0139,0.677995,0.91313,0.65254,0.53193,1.1455,0.77577,0.68992
SmE,#DIV/0!,2.4313,#DIV/0!,2.5628,2.50255,1.2451,1.7361,2.7716
,0.734885,0.505195,0.69709,0.60394,0.45197,0.731475,0.54665,0.49864
Cpr62Bc,1.01393,1.9922,0.99156,1.86495,1.615,1.03538,1.6466,1.9858
Rtnl1,1.3993,1.75385,1.51635,1.8169,1.4315,1.4713,1.92035,1.6935
TpnC4,3.6206,1.6289,2.4765,2.04195,2.32315,3.53245,2.83885,2.8858
LSm7,1.1261,1.058815,0.73256,1.40935,1.59,1.04954,1.4587,1.7194
CRMP,0.287485,0.455965,0.313775,0.39545,0.36622,0.305055,0.403225,0.439225
Act79B,0.52949,0.44203,0.514255,0.427935,0.47787,0.581665,0.59311,0.609515
HmgZ,2.8927,2.68565,2.6924,2.8002,2.41505,2.92895,2.34845,2.49675
,2.1225,1.34685,1.7565,1.4294,1.3055,1.99275,1.5515,1.51885
CG5721,0.2968,0.48843,0.25889,0.590185,0.82772,0.312405,0.88553,0.880175
Sirup,1.5587,1.6041,1.47215,1.7577,1.13735,1.59765,1.442,1.3939
l(1)G0156,0.864645,0.50295,0.791855,0.525055,0.468165,0.96126,0.603785,0.591335
CG5377-RA,3.25285,1.7693,2.0676,1.55055,1.17645,3.3234,1.59765,1.3027
Ca-P60A,0.30113,0.25174,0.31308,0.24785,0.214645,0.35914,0.281195,0.26164
Chmp1,1.902,2.21235,1.867,2.10115,1.5809,1.8481,2.3125,2.0116
Bj1,0.699185,0.69603,0.625115,0.63295,0.518315,0.757725,0.642805,0.645145
,0.512485,1.2497,0.39774,1.58705,1.69145,0.37616,1.47045,1.84195
nrv3,1.2271,1.004205,1.37665,0.992985,0.6971,1.4002,0.92165,0.8277
up,3.34405,1.725,3.158,1.9913,2.1357,4.3168,3.0954,2.91395
,1.07315,1.60275,0.866525,1.425,1.4896,0.917685,1.5731,1.62825
His3.3A;His3,1.006065,1.39425,1.02051,1.4811,1.0773,1.16085,1.40445,1.5724
CG42540,1.39285,1.5884,1.3442,1.61235,1.21215,1.57465,1.47355,1.55135
,2.0974,1.17055,1.71945,1.2837,1.0545,2.1636,1.42345,1.2189
Jupiter,0.85122,1.343,0.69646,1.32745,0.942915,0.68155,1.2657,1.16195
Cpr72Ec,2.2596,2.93665,1.9292,2.5212,2.2315,1.94525,2.4678,2.52905
Syt7,0.584775,0.69949,0.723205,0.692995,0.51648,0.74925,0.501315,0.636395
,0.49729,0.425665,0.47271,0.36547,0.351295,0.44135,0.54909,0.397335
,0.22597,0.337595,0.192075,0.365945,0.456645,0.207135,0.488605,0.51847
,1.1406,1.76065,0.93117,1.7388,1.20825,0.916035,1.61735,1.34555
Gbeta13F,0.45098,0.49491,0.58899,0.450765,0.31453,0.447215,0.44465,0.38138
GstS1,2.35825,1.15065,1.74005,1.3592,1.60005,2.1769,1.9487,1.7881
Uch,0.644335,1.08595,0.619375,0.936345,0.960555,0.69849,1.13615,1.13185
CG9112,1.4212,2.0748,1.1845,1.9206,1.8277,1.2669,1.92955,2.02105
CG6330-RB,0.86152,0.924375,0.93867,0.73809,0.59052,1.035245,0.80937,0.761
,1.24785,1.86035,0.91745,2.08505,2.1533,1.09765,1.75865,2.55365
l(2)34Fc,0.348215,1.26265,0.261515,1.15035,2.25435,0.278525,1.3576,2.46425
l(1)G0196,0.65582,0.21924,#DIV/0!,0.42166,0.471495,#DIV/0!,#DIV/0!,0.54584
,0.87987,0.95604,0.78965,0.966245,0.747845,0.871725,0.94759,0.825125
hoe1,#DIV/0!,1.3101,2.02815,#DIV/0!,0.710765,2.21475,0.7122,0.87251
fln,4.62125,1.9717,3.038,2.14175,2.4996,3.8097,3.33685,3.03035
Aats-gly,0.259435,0.36459,0.34508,0.376795,0.331365,0.3551,0.393975,0.42151
,0.607815,0.78457,0.49972,0.76766,0.71582,0.586635,0.76846,0.817795
Scp2,1.731,1.4183,1.67795,1.3748,1.09045,1.5831,1.27935,1.28175
